education,skills,sector_interest,location,category,district_type,prev_internship,internship_id,required_skills,internship_sector,internship_location,skill_overlap,sector_match,location_score,social_weight,edu_level,label
Master's,"[""Audit"", ""Excel"", ""Risk Analysis"", ""Tally"", ""Taxation"", ""Medical Research"", ""Excel"", ""Audit""]",finance,Bhopal,ST,Urban,1,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,0.0,0,0.3,0.7,4,0
Master's,"[""Audit"", ""Excel"", ""Risk Analysis"", ""Tally"", ""Taxation"", ""Medical Research"", ""Excel"", ""Audit""]",finance,Bhopal,ST,Urban,1,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,1,0.3,0.7,4,1
Master's,"[""Audit"", ""Excel"", ""Risk Analysis"", ""Tally"", ""Taxation"", ""Medical Research"", ""Excel"", ""Audit""]",finance,Bhopal,ST,Urban,1,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,0.3,0.7,4,0
Master's,"[""Audit"", ""Excel"", ""Risk Analysis"", ""Tally"", ""Taxation"", ""Medical Research"", ""Excel"", ""Audit""]",finance,Bhopal,ST,Urban,1,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,0.7,4,0
Master's,"[""Audit"", ""Excel"", ""Risk Analysis"", ""Tally"", ""Taxation"", ""Medical Research"", ""Excel"", ""Audit""]",finance,Bhopal,ST,Urban,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,0.7,4,0
Master's,"[""Audit"", ""Excel"", ""Risk Analysis"", ""Tally"", ""Taxation"", ""Medical Research"", ""Excel"", ""Audit""]",finance,Bhopal,ST,Urban,1,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.0,0,0.3,0.7,4,0
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.0,0,0.3,0.7,2,0
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.7,2,0
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,0.3,0.7,2,0
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-005,"[""Policy Analysis"", ""Report Writing"", ""GIS Mapping""]",govt,Hyderabad,0.0,0,0.3,0.7,2,0
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.7,2,0
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,0.0,0,0.9,0.7,2,0
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.75,1,0.3,0.7,2,1
Diploma,"[""Legal Research"", ""Contract Drafting"", ""Case Analysis"", ""Labour Law"", ""IP Law""]",legal,Lucknow,ST,Urban,0,INT-040,"[""Report Writing"", ""Policy Analysis"", ""Survey Methods"", ""GIS Mapping""]",govt,Mumbai,0.0,0,0.3,0.7,2,0
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.25,1,0.3,0.75,4,1
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,1,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.5,0,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.75,4,0
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-015,"[""Excel"", ""Financial Modeling"", ""Audit""]",finance,Lucknow,0.0,0,1.0,0.75,4,0
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-006,"[""Financial Modeling"", ""Accounting"", ""Taxation""]",finance,Mumbai,0.0,0,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.0,0,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""IP Law"", ""Medical Research"", ""Case Analysis"", ""Copywriting""]",legal,Lucknow,General,Rural,0,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.75,4,0
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,0.3,0.85,1,0
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.75,1,0.3,0.85,1,1
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-034,"[""Excel"", ""Tally"", ""Taxation""]",finance,Chennai,0.0,0,0.3,0.85,1,0
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.0,0,0.3,0.85,1,0
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,0.85,1,0
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,1.0,0.85,1,0
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-012,"[""SEO"", ""Copywriting"", ""Photography""]",media,Chennai,0.0,0,0.3,0.85,1,0
High School,"[""Contract Drafting"", ""Case Analysis"", ""Legal Research"", ""Compliance"", ""Labour Law""]",legal,Kolkata,SC,Semi-Urban,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,1.0,1,0.3,0.85,1,1
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,1.0,0.6,1,0
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.25,0,0.3,0.6,1,0
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.25,0,0.3,0.6,1,0
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-005,"[""Policy Analysis"", ""Report Writing"", ""GIS Mapping""]",govt,Hyderabad,0.0,0,0.3,0.6,1,0
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-029,"[""Accounting"", ""Equity Research""]",finance,Hyderabad,0.5,1,0.3,0.6,1,1
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,0.3,0.6,1,0
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,0.0,0,1.0,0.6,1,0
High School,"[""Taxation"", ""Tally"", ""Risk Analysis"", ""Financial Modeling"", ""Audit"", ""Case Analysis"", ""Equity Research"", ""Photography""]",finance,Kolkata,General,Semi-Urban,1,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,0.3333333333333333,0,0.3,0.6,1,0
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,1.0,4,0
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,1.0,4,0
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,0.5,1,0.3,1.0,4,1
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.5,0,0.3,1.0,4,1
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.25,0,0.9,1.0,4,0
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-018,"[""GIS Mapping"", ""Community Outreach""]",govt,Bhopal,0.0,0,1.0,1.0,4,0
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-001,"[""Legal Research"", ""Case Analysis""]",legal,Chennai,0.5,1,0.3,1.0,4,1
Master's,"[""Compliance"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Cybersecurity"", ""Audit"", ""Nutrition""]",legal,Bhopal,SC,Rural,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,1.0,4,0
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,1.0,1,0.3,0.9,1,1
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.9,1,0
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-003,"[""Machine Learning"", ""Web Dev""]",tech,Chennai,0.0,0,0.3,0.9,1,0
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,1.0,1,0.3,0.9,1,1
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-029,"[""Accounting"", ""Equity Research""]",finance,Hyderabad,0.0,0,0.3,0.9,1,0
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,1.0,1,0.3,0.9,1,1
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,1.0,1,0.3,0.9,1,1
High School,"[""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""Legal Research"", ""Compliance"", ""Labour Law"", ""IP Law""]",legal,Remote,OBC,Rural,0,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.0,0,0.3,0.9,1,0
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.5,1,0.3,1.0,2,1
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,0.0,0,0.9,1.0,2,0
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.3333333333333333,0,0.3,1.0,2,1
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,1.0,2,0
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.25,1,0.3,1.0,2,1
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.5,1,0.3,1.0,2,1
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-030,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Public Health""]",health,Bhopal,0.0,0,0.3,1.0,2,0
Diploma,"[""Case Analysis"", ""Labour Law"", ""Financial Modeling"", ""Excel"", ""Android Dev""]",legal,Lucknow,SC,Rural,1,INT-005,"[""Policy Analysis"", ""Report Writing"", ""GIS Mapping""]",govt,Hyderabad,0.0,0,0.3,1.0,2,0
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,0.0,0,0.3,1.0,2,0
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,1.0,2,0
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,0,0.3,1.0,2,0
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.5,1,0.3,1.0,2,1
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,1.0,2,0
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,0.3,1.0,2,0
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-015,"[""Excel"", ""Financial Modeling"", ""Audit""]",finance,Lucknow,0.6666666666666666,1,0.3,1.0,2,1
Diploma,"[""Audit"", ""Accounting"", ""Taxation"", ""Equity Research"", ""Excel""]",finance,Jaipur,SC,Rural,1,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.6666666666666666,1,0.3,1.0,2,1
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,0.3333333333333333,0,0.3,0.6,5,0
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.6,5,0
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,1.0,0.6,5,0
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.6,5,0
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.25,0,0.3,0.6,5,0
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,1.0,0.6,5,0
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.5,0,1.0,0.6,5,1
PhD,"[""UI/UX"", ""Web Dev"", ""Machine Learning"", ""Cloud"", ""Patient Care"", ""Compliance"", ""Video Editing""]",tech,Mumbai,OBC,Urban,0,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.25,1,0.3,0.6,5,1
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-003,"[""Machine Learning"", ""Web Dev""]",tech,Chennai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-014,"[""Audit"", ""Financial Modeling"", ""Tally"", ""Taxation""]",finance,Pune,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-029,"[""Accounting"", ""Equity Research""]",finance,Hyderabad,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Photography"", ""SEO"", ""Video Editing"", ""Social Media"", ""Graphic Design""]",media,Jaipur,EWS,Semi-Urban,1,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.75,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,0,0.3,0.75,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-039,"[""Survey Methods"", ""Policy Analysis"", ""Documentation"", ""Community Outreach""]",govt,Delhi,0.0,0,0.3,0.75,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,0.0,0,0.3,0.75,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.75,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.0,0,0.3,0.75,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,0.3,0.75,3,0
Bachelor's,"[""Python"", ""Cybersecurity"", ""SQL"", ""Machine Learning""]",tech,Jaipur,General,Rural,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,0.75,3,0
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-018,"[""GIS Mapping"", ""Community Outreach""]",govt,Bhopal,0.0,1,0.3,0.9,2,1
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,1.0,0.9,2,0
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,0.0,0,0.9,0.9,2,0
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-012,"[""SEO"", ""Copywriting"", ""Photography""]",media,Chennai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Report Writing"", ""Risk Analysis""]",govt,Hyderabad,OBC,Rural,0,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.0,0,1.0,0.9,2,0
